X1,X2,X3
CPCT02060067T.purple.somatic.vcf.gz,105,0
CPCT02060070T.purple.somatic.vcf.gz,87,0
CPCT02060071T.purple.somatic.vcf.gz,44,0
CPCT02060072T.purple.somatic.vcf.gz,389,2
CPCT02060073T.purple.somatic.vcf.gz,18,0
CPCT02060075T.purple.somatic.vcf.gz,24,0
CPCT02060077T.purple.somatic.vcf.gz,42,0
CPCT02060081T.purple.somatic.vcf.gz,26,0
CPCT02060082T.purple.somatic.vcf.gz,313,2
CPCT02060086T.purple.somatic.vcf.gz,12,1
CPCT02060088T.purple.somatic.vcf.gz,41,1
CPCT02060089T.purple.somatic.vcf.gz,50,0
CPCT02060092T.purple.somatic.vcf.gz,285,0
CPCT02060093T.purple.somatic.vcf.gz,12,1
CPCT02060094T.purple.somatic.vcf.gz,41,0
CPCT02060096T.purple.somatic.vcf.gz,72,3
CPCT02060103T.purple.somatic.vcf.gz,114,0
CPCT02060104T.purple.somatic.vcf.gz,14,0
CPCT02060105T.purple.somatic.vcf.gz,126,0
CPCT02060107T.purple.somatic.vcf.gz,51,1
CPCT02060108T.purple.somatic.vcf.gz,18,0
CPCT02060110T.purple.somatic.vcf.gz,5,0
CPCT02060111T.purple.somatic.vcf.gz,66,1
CPCT02060112T.purple.somatic.vcf.gz,12,0
CPCT02060114T.purple.somatic.vcf.gz,74,0
CPCT02060116T.purple.somatic.vcf.gz,37,0
CPCT02060117T.purple.somatic.vcf.gz,24,0
CPCT02060118T.purple.somatic.vcf.gz,135,0
CPCT02060119T.purple.somatic.vcf.gz,16,0
CPCT02060120T.purple.somatic.vcf.gz,190,0
CPCT02060121T.purple.somatic.vcf.gz,557,1
CPCT02060124T.purple.somatic.vcf.gz,108,1
CPCT02060125T.purple.somatic.vcf.gz,205,0
CPCT02060126T.purple.somatic.vcf.gz,314,2
CPCT02060127T.purple.somatic.vcf.gz,21,0
CPCT02060128T.purple.somatic.vcf.gz,52,0
CPCT02060129T.purple.somatic.vcf.gz,10,0
CPCT02060130T.purple.somatic.vcf.gz,19,1
CPCT02060133T.purple.somatic.vcf.gz,3,1
CPCT02060135T.purple.somatic.vcf.gz,214,2
CPCT02060136T.purple.somatic.vcf.gz,532,4
CPCT02060137T.purple.somatic.vcf.gz,16,0
CPCT02060138T.purple.somatic.vcf.gz,73,0
CPCT02060140T.purple.somatic.vcf.gz,21,0
CPCT02060142T.purple.somatic.vcf.gz,79,0
CPCT02060143T.purple.somatic.vcf.gz,901,3
CPCT02060146T.purple.somatic.vcf.gz,73,1
CPCT02060147T.purple.somatic.vcf.gz,49,0
CPCT02060149T.purple.somatic.vcf.gz,68,1
CPCT02060150T.purple.somatic.vcf.gz,25,0
CPCT02060155T.purple.somatic.vcf.gz,253,1
CPCT02060156T.purple.somatic.vcf.gz,31,0
CPCT02060160T.purple.somatic.vcf.gz,437,1
CPCT02060161T.purple.somatic.vcf.gz,9,1
CPCT02060163T.purple.somatic.vcf.gz,3,0
CPCT02060166T.purple.somatic.vcf.gz,40,0
CPCT02060167T.purple.somatic.vcf.gz,34,1
CPCT02060168T.purple.somatic.vcf.gz,40,0
CPCT02060179T.purple.somatic.vcf.gz,14,1
CPCT02060181T.purple.somatic.vcf.gz,24,1
CPCT02060182T.purple.somatic.vcf.gz,12,0
CPCT02060183T.purple.somatic.vcf.gz,147,5
CPCT02060191T.purple.somatic.vcf.gz,63,0
CPCT02060192T.purple.somatic.vcf.gz,16,0
CPCT02060196T.purple.somatic.vcf.gz,24,0
CPCT02060197T.purple.somatic.vcf.gz,17,0
CPCT02060199T.purple.somatic.vcf.gz,16,0
CPCT02060200T.purple.somatic.vcf.gz,231,0
CPCT02060201T.purple.somatic.vcf.gz,83,0
CPCT02060206T.purple.somatic.vcf.gz,2939,9
CPCT02060210T.purple.somatic.vcf.gz,18,0
CPCT02060211T.purple.somatic.vcf.gz,28,0
CPCT02060213T.purple.somatic.vcf.gz,76,0
CPCT02060214T.purple.somatic.vcf.gz,751,1
CPCT02060220T.purple.somatic.vcf.gz,54,0
CPCT02060221T.purple.somatic.vcf.gz,9,1
CPCT02060222T.purple.somatic.vcf.gz,11,0
CPCT02060224T.purple.somatic.vcf.gz,10,0
CPCT02060225T.purple.somatic.vcf.gz,64,0
CPCT02060226T.purple.somatic.vcf.gz,97,0
CPCT02060228T.purple.somatic.vcf.gz,579,0
CPCT02060230T.purple.somatic.vcf.gz,17,0
CPCT02060231T.purple.somatic.vcf.gz,375,2
CPCT02060235T.purple.somatic.vcf.gz,9,0
CPCT02060236T.purple.somatic.vcf.gz,12,2
CPCT02060237T.purple.somatic.vcf.gz,12,0
CPCT02060239T.purple.somatic.vcf.gz,88,0
CPCT02060240T.purple.somatic.vcf.gz,31,0
CPCT02060241T.purple.somatic.vcf.gz,6,0
CPCT02060242T.purple.somatic.vcf.gz,275,0
CPCT02060245T.purple.somatic.vcf.gz,35,0
CPCT02060246T.purple.somatic.vcf.gz,44,0
CPCT02060247T.purple.somatic.vcf.gz,8,0
CPCT02060248T.purple.somatic.vcf.gz,74,0
CPCT02060249T.purple.somatic.vcf.gz,22,0
CPCT02060251T.purple.somatic.vcf.gz,2,2
CPCT02060253T.purple.somatic.vcf.gz,14,0
CPCT02060254T.purple.somatic.vcf.gz,29,0
CPCT02060255T.purple.somatic.vcf.gz,76,1
CPCT02060256T.purple.somatic.vcf.gz,461,1
CPCT02060257T.purple.somatic.vcf.gz,40,0
CPCT02060258T.purple.somatic.vcf.gz,5,0
CPCT02060259T.purple.somatic.vcf.gz,497,3
CPCT02060261T.purple.somatic.vcf.gz,1566,5
CPCT02060264T.purple.somatic.vcf.gz,23,0
CPCT02060265T.purple.somatic.vcf.gz,837,4
CPCT02060268T.purple.somatic.vcf.gz,31,1
CPCT02060269T.purple.somatic.vcf.gz,105,0
CPCT02060272T.purple.somatic.vcf.gz,7,0
CPCT02060274T.purple.somatic.vcf.gz,212,6
CPCT02060275T.purple.somatic.vcf.gz,6,0
CPCT02060276T.purple.somatic.vcf.gz,140,0
CPCT02060277T.purple.somatic.vcf.gz,78,0
CPCT02060278T.purple.somatic.vcf.gz,18,0
CPCT02060279T.purple.somatic.vcf.gz,27,0
CPCT02060282T.purple.somatic.vcf.gz,4,0
CPCT02060285T.purple.somatic.vcf.gz,5,0
CPCT02060286T.purple.somatic.vcf.gz,2020,12
CPCT02060288T.purple.somatic.vcf.gz,687,3
CPCT02060289T.purple.somatic.vcf.gz,131,0
CPCT02060290T.purple.somatic.vcf.gz,9,0
CPCT02060291T.purple.somatic.vcf.gz,5193,38
CPCT02060292T.purple.somatic.vcf.gz,43,0
CPCT02060294T.purple.somatic.vcf.gz,45,0
CPCT02070009T.purple.somatic.vcf.gz,46,0
CPCT02070010T.purple.somatic.vcf.gz,27,0
CPCT02070011T.purple.somatic.vcf.gz,171,0
CPCT02070013T.purple.somatic.vcf.gz,52,2
CPCT02070015T.purple.somatic.vcf.gz,77,4
CPCT02070018T.purple.somatic.vcf.gz,65,0
CPCT02070020T.purple.somatic.vcf.gz,262,2
CPCT02070021T.purple.somatic.vcf.gz,39,0
CPCT02070023T.purple.somatic.vcf.gz,434,598
CPCT02070023TII.purple.somatic.vcf.gz,429,878
CPCT02070024T.purple.somatic.vcf.gz,60,12
CPCT02070025T.purple.somatic.vcf.gz,7,0
CPCT02070027T.purple.somatic.vcf.gz,28,1
CPCT02070029T.purple.somatic.vcf.gz,66,0
CPCT02070030T.purple.somatic.vcf.gz,8,0
CPCT02070032T.purple.somatic.vcf.gz,36,0
CPCT02070033T.purple.somatic.vcf.gz,14,0
CPCT02070034T.purple.somatic.vcf.gz,377,1
CPCT02070035T.purple.somatic.vcf.gz,23,0
CPCT02070036T.purple.somatic.vcf.gz,59,0
CPCT02070037T.purple.somatic.vcf.gz,8,0
CPCT02070038T.purple.somatic.vcf.gz,916,1
CPCT02070039T.purple.somatic.vcf.gz,67,0
CPCT02070040T.purple.somatic.vcf.gz,77,0
CPCT02070041T.purple.somatic.vcf.gz,65,16
CPCT02070043T.purple.somatic.vcf.gz,161,1
CPCT02070044T.purple.somatic.vcf.gz,56,1
CPCT02070046T.purple.somatic.vcf.gz,28,0
CPCT02070049T.purple.somatic.vcf.gz,39,0
CPCT02070050T.purple.somatic.vcf.gz,169,1
CPCT02070051T.purple.somatic.vcf.gz,9,0
CPCT02070052T.purple.somatic.vcf.gz,44,1
CPCT02070053T.purple.somatic.vcf.gz,11,0
CPCT02070055T.purple.somatic.vcf.gz,139,0
CPCT02070055TII.purple.somatic.vcf.gz,141,0
CPCT02070057T.purple.somatic.vcf.gz,527,2
CPCT02070058T.purple.somatic.vcf.gz,198,0
CPCT02070060T.purple.somatic.vcf.gz,301,1
CPCT02070064T.purple.somatic.vcf.gz,42,0
CPCT02070064TII.purple.somatic.vcf.gz,50,1
CPCT02070064TIII.purple.somatic.vcf.gz,39,0
CPCT02070065T.purple.somatic.vcf.gz,5,0
CPCT02070066T.purple.somatic.vcf.gz,338,2
CPCT02070068T.purple.somatic.vcf.gz,16,0
CPCT02070069T.purple.somatic.vcf.gz,23,0
CPCT02070069TII.purple.somatic.vcf.gz,27,0
CPCT02070070T.purple.somatic.vcf.gz,403,1
CPCT02070074T.purple.somatic.vcf.gz,50,0
CPCT02070075T.purple.somatic.vcf.gz,14,0
CPCT02070078T.purple.somatic.vcf.gz,84,0
CPCT02070080T.purple.somatic.vcf.gz,30,1
CPCT02070082T.purple.somatic.vcf.gz,80,0
CPCT02070085TII.purple.somatic.vcf.gz,40,0
CPCT02070086T.purple.somatic.vcf.gz,5,0
CPCT02070087T.purple.somatic.vcf.gz,21,0
CPCT02070091T.purple.somatic.vcf.gz,19,0
CPCT02070092T.purple.somatic.vcf.gz,45,0
CPCT02070094T.purple.somatic.vcf.gz,134,2
CPCT02070095T.purple.somatic.vcf.gz,110,0
CPCT02070096T.purple.somatic.vcf.gz,423,2
CPCT02070098T.purple.somatic.vcf.gz,41,0
CPCT02070099T.purple.somatic.vcf.gz,6,0
CPCT02070100T.purple.somatic.vcf.gz,80,0
CPCT02070101T.purple.somatic.vcf.gz,47,0
CPCT02070102T.purple.somatic.vcf.gz,179,1
CPCT02070105T.purple.somatic.vcf.gz,52,6
CPCT02070106T.purple.somatic.vcf.gz,150,0
CPCT02070107T.purple.somatic.vcf.gz,17,2
CPCT02070107TII.purple.somatic.vcf.gz,18,0
CPCT02070108T.purple.somatic.vcf.gz,11,0
CPCT02070110T.purple.somatic.vcf.gz,122,1
CPCT02070111T.purple.somatic.vcf.gz,6,0
CPCT02070117T.purple.somatic.vcf.gz,67,2
CPCT02070120T.purple.somatic.vcf.gz,64,0
CPCT02070122T.purple.somatic.vcf.gz,608,1
CPCT02070125T.purple.somatic.vcf.gz,147,2
CPCT02070127T.purple.somatic.vcf.gz,10,0
CPCT02070128T.purple.somatic.vcf.gz,52,0
CPCT02070130T.purple.somatic.vcf.gz,21,0
CPCT02070130TII.purple.somatic.vcf.gz,35,0
CPCT02070131T.purple.somatic.vcf.gz,54,0
CPCT02070132T.purple.somatic.vcf.gz,21,0
CPCT02070133T.purple.somatic.vcf.gz,18,0
CPCT02070134T.purple.somatic.vcf.gz,32,0
CPCT02070135T.purple.somatic.vcf.gz,16,0
CPCT02070139T.purple.somatic.vcf.gz,37,0
CPCT02070140T.purple.somatic.vcf.gz,98,11
CPCT02070141T.purple.somatic.vcf.gz,24,0
CPCT02070142T.purple.somatic.vcf.gz,24,0
CPCT02070143T.purple.somatic.vcf.gz,43,1
CPCT02070144T.purple.somatic.vcf.gz,13,0
CPCT02070145T.purple.somatic.vcf.gz,456,2
CPCT02070147TII.purple.somatic.vcf.gz,62,0
CPCT02070148T.purple.somatic.vcf.gz,17,2
CPCT02070149T.purple.somatic.vcf.gz,50,0
CPCT02070151T.purple.somatic.vcf.gz,24,0
CPCT02070153T.purple.somatic.vcf.gz,32,0
CPCT02070154T.purple.somatic.vcf.gz,169,2
CPCT02070154TII.purple.somatic.vcf.gz,193,0
CPCT02070156T.purple.somatic.vcf.gz,137,1
CPCT02070158T.purple.somatic.vcf.gz,30,0
CPCT02070159T.purple.somatic.vcf.gz,163,1
CPCT02070161T.purple.somatic.vcf.gz,22,2
CPCT02070162T.purple.somatic.vcf.gz,64,0
CPCT02070164T.purple.somatic.vcf.gz,146,60
CPCT02070167T.purple.somatic.vcf.gz,87,2
CPCT02070168T.purple.somatic.vcf.gz,38,0
CPCT02070169T.purple.somatic.vcf.gz,45,4
CPCT02070171T.purple.somatic.vcf.gz,38,0
CPCT02070172T.purple.somatic.vcf.gz,108,2
CPCT02070174T.purple.somatic.vcf.gz,25,1
CPCT02070174TII.purple.somatic.vcf.gz,19,0
CPCT02070176T.purple.somatic.vcf.gz,107,5
CPCT02070177T.purple.somatic.vcf.gz,52,4
CPCT02070181T.purple.somatic.vcf.gz,11,1
CPCT02070185T.purple.somatic.vcf.gz,369,0
CPCT02070187T.purple.somatic.vcf.gz,17,2
CPCT02070188T.purple.somatic.vcf.gz,94,1
CPCT02070190T.purple.somatic.vcf.gz,123,1
CPCT02070192T.purple.somatic.vcf.gz,122,25
CPCT02070193T.purple.somatic.vcf.gz,143,2
CPCT02070194T.purple.somatic.vcf.gz,81,0
CPCT02070195T.purple.somatic.vcf.gz,35,1
CPCT02070196T.purple.somatic.vcf.gz,40,1
CPCT02070198T.purple.somatic.vcf.gz,134,2
CPCT02070200T.purple.somatic.vcf.gz,35,0
CPCT02070202T.purple.somatic.vcf.gz,100,3
CPCT02070204T.purple.somatic.vcf.gz,200,2
CPCT02070206T.purple.somatic.vcf.gz,59,2
CPCT02070208T.purple.somatic.vcf.gz,45,0
CPCT02070210T.purple.somatic.vcf.gz,242,3
CPCT02070211T.purple.somatic.vcf.gz,156,2
CPCT02070217T.purple.somatic.vcf.gz,19,1
CPCT02070218T.purple.somatic.vcf.gz,390,0
CPCT02070220T.purple.somatic.vcf.gz,20,0
CPCT02070222T.purple.somatic.vcf.gz,27,0
CPCT02070223T.purple.somatic.vcf.gz,33,0
CPCT02070225T.purple.somatic.vcf.gz,10,0
CPCT02070229T.purple.somatic.vcf.gz,17,1
CPCT02070230T.purple.somatic.vcf.gz,52,1
CPCT02070231T.purple.somatic.vcf.gz,34,0
CPCT02070232T.purple.somatic.vcf.gz,476,1
CPCT02070233T.purple.somatic.vcf.gz,25,2
CPCT02070234T.purple.somatic.vcf.gz,15,0
CPCT02070235T.purple.somatic.vcf.gz,14,1
CPCT02070236T.purple.somatic.vcf.gz,49,0
CPCT02070237T.purple.somatic.vcf.gz,113,0
CPCT02070239T.purple.somatic.vcf.gz,136,2
CPCT02070241T.purple.somatic.vcf.gz,31,1
CPCT02070243T.purple.somatic.vcf.gz,1581,3
CPCT02070244T.purple.somatic.vcf.gz,157,1
CPCT02070245T.purple.somatic.vcf.gz,30,0
CPCT02070247T.purple.somatic.vcf.gz,10,0
CPCT02070249T.purple.somatic.vcf.gz,58,1
CPCT02070250T.purple.somatic.vcf.gz,31,0
CPCT02070252T.purple.somatic.vcf.gz,18,0
CPCT02070253T.purple.somatic.vcf.gz,22,0
CPCT02070256T.purple.somatic.vcf.gz,69,0
CPCT02070257T.purple.somatic.vcf.gz,40,2
CPCT02070262T.purple.somatic.vcf.gz,603,2
CPCT02070263T.purple.somatic.vcf.gz,43,0
CPCT02070264T.purple.somatic.vcf.gz,44,1
CPCT02070265T.purple.somatic.vcf.gz,65,0
CPCT02070266T.purple.somatic.vcf.gz,34,0
CPCT02070268T.purple.somatic.vcf.gz,88,2
CPCT02070269T.purple.somatic.vcf.gz,47,1
CPCT02070270T.purple.somatic.vcf.gz,26,1
CPCT02070271T.purple.somatic.vcf.gz,4,0
CPCT02070272T.purple.somatic.vcf.gz,724,5
CPCT02070273T.purple.somatic.vcf.gz,130,1
CPCT02070274T.purple.somatic.vcf.gz,78,0
CPCT02070275T.purple.somatic.vcf.gz,42,0
CPCT02070276T.purple.somatic.vcf.gz,1882,4
CPCT02070278T.purple.somatic.vcf.gz,6,1
CPCT02070280T.purple.somatic.vcf.gz,28,1
CPCT02070282T.purple.somatic.vcf.gz,185,0
CPCT02070289T.purple.somatic.vcf.gz,15,0
CPCT02070290T.purple.somatic.vcf.gz,33,0
CPCT02070292T.purple.somatic.vcf.gz,14,0
CPCT02070293T.purple.somatic.vcf.gz,26,1
CPCT02070294T.purple.somatic.vcf.gz,20,2
CPCT02070295T.purple.somatic.vcf.gz,27,0
CPCT02070298T.purple.somatic.vcf.gz,18,0
CPCT02070299T.purple.somatic.vcf.gz,152,0
CPCT02070300T.purple.somatic.vcf.gz,31,0
CPCT02070301T.purple.somatic.vcf.gz,174,0
CPCT02070304T.purple.somatic.vcf.gz,38,0
CPCT02070306T.purple.somatic.vcf.gz,47,0
CPCT02070307T.purple.somatic.vcf.gz,57,0
CPCT02070307TII.purple.somatic.vcf.gz,66,0
CPCT02070309T.purple.somatic.vcf.gz,17,0
CPCT02070310T.purple.somatic.vcf.gz,72,1
CPCT02070311T.purple.somatic.vcf.gz,65,0
CPCT02070312T.purple.somatic.vcf.gz,24,0
CPCT02070313T.purple.somatic.vcf.gz,8,0
CPCT02070315T.purple.somatic.vcf.gz,18,2
CPCT02070317T.purple.somatic.vcf.gz,25,0
CPCT02070318T.purple.somatic.vcf.gz,18,0
CPCT02070319T.purple.somatic.vcf.gz,40,0
CPCT02070320T.purple.somatic.vcf.gz,1321,2
CPCT02070321T.purple.somatic.vcf.gz,7,0
CPCT02070322T.purple.somatic.vcf.gz,12,0
CPCT02070323T.purple.somatic.vcf.gz,15,0
CPCT02070324T.purple.somatic.vcf.gz,7,0
CPCT02070331T.purple.somatic.vcf.gz,19,0
CPCT02070332T.purple.somatic.vcf.gz,64,0
CPCT02070335T.purple.somatic.vcf.gz,29,0
CPCT02070336T.purple.somatic.vcf.gz,486,0
CPCT02070337T.purple.somatic.vcf.gz,65,0
CPCT02070338T.purple.somatic.vcf.gz,99,0
CPCT02070339T.purple.somatic.vcf.gz,25,0
CPCT02070341T.purple.somatic.vcf.gz,51,0
CPCT02070342T.purple.somatic.vcf.gz,18,0
CPCT02070344T.purple.somatic.vcf.gz,18,0
CPCT02070345T.purple.somatic.vcf.gz,32,0
CPCT02070347T.purple.somatic.vcf.gz,97,0
CPCT02070348T.purple.somatic.vcf.gz,107,0
CPCT02070349T.purple.somatic.vcf.gz,253,0
CPCT02070350T.purple.somatic.vcf.gz,17,0
CPCT02070351T.purple.somatic.vcf.gz,6,0
CPCT02070352T.purple.somatic.vcf.gz,10,0
CPCT02070353T.purple.somatic.vcf.gz,19,1
CPCT02070355T.purple.somatic.vcf.gz,17,0
CPCT02070357T.purple.somatic.vcf.gz,217,0
CPCT02070358T.purple.somatic.vcf.gz,132,0
CPCT02070359T.purple.somatic.vcf.gz,68,0
CPCT02070360T.purple.somatic.vcf.gz,114,1
CPCT02070361T.purple.somatic.vcf.gz,205,0
CPCT02070362T.purple.somatic.vcf.gz,94,0
CPCT02070363T.purple.somatic.vcf.gz,82,0
CPCT02070364T.purple.somatic.vcf.gz,14,0
CPCT02070365T.purple.somatic.vcf.gz,24,0
CPCT02070366T.purple.somatic.vcf.gz,8,0
CPCT02070367T.purple.somatic.vcf.gz,23,0
CPCT02070368T.purple.somatic.vcf.gz,20,0
CPCT02070370T.purple.somatic.vcf.gz,82,0
CPCT02070371T.purple.somatic.vcf.gz,18,0
CPCT02070372T.purple.somatic.vcf.gz,16,0
CPCT02070373T.purple.somatic.vcf.gz,62,1
CPCT02070378T.purple.somatic.vcf.gz,62,1
CPCT02070379T.purple.somatic.vcf.gz,19,1
CPCT02070380T.purple.somatic.vcf.gz,1652,2
CPCT02070381T.purple.somatic.vcf.gz,14,1
CPCT02070383T.purple.somatic.vcf.gz,25,1
CPCT02070384T.purple.somatic.vcf.gz,16,0
CPCT02070386T.purple.somatic.vcf.gz,201,1
CPCT02070388T.purple.somatic.vcf.gz,78,0
CPCT02070389T.purple.somatic.vcf.gz,12,0
CPCT02070391T.purple.somatic.vcf.gz,26,0
CPCT02070392T.purple.somatic.vcf.gz,162,1
CPCT02070393T.purple.somatic.vcf.gz,1828,3
CPCT02070394T.purple.somatic.vcf.gz,1733,0
CPCT02070395T.purple.somatic.vcf.gz,19,0
CPCT02070396T.purple.somatic.vcf.gz,39,1
CPCT02070397T.purple.somatic.vcf.gz,64,0
CPCT02070398T.purple.somatic.vcf.gz,23,0
CPCT02070399T.purple.somatic.vcf.gz,40,0
CPCT02070401T.purple.somatic.vcf.gz,199,1
CPCT02070402T.purple.somatic.vcf.gz,99,0
CPCT02070403T.purple.somatic.vcf.gz,6,0
CPCT02070404T.purple.somatic.vcf.gz,402,0
CPCT02070405T.purple.somatic.vcf.gz,232,1
CPCT02070406T.purple.somatic.vcf.gz,156,24
CPCT02070409T.purple.somatic.vcf.gz,14,0
CPCT02070410T.purple.somatic.vcf.gz,406,2
CPCT02070415T.purple.somatic.vcf.gz,20,0
CPCT02070416T.purple.somatic.vcf.gz,18,1
CPCT02070418T.purple.somatic.vcf.gz,83,0
CPCT02070420T.purple.somatic.vcf.gz,70,0
CPCT02070422T.purple.somatic.vcf.gz,895,2
CPCT02070424T.purple.somatic.vcf.gz,25,0
CPCT02070425T.purple.somatic.vcf.gz,24,0
CPCT02070426T.purple.somatic.vcf.gz,54,0
CPCT02070430T.purple.somatic.vcf.gz,20,1
CPCT02070433T.purple.somatic.vcf.gz,35,0
CPCT02070434T.purple.somatic.vcf.gz,175,0
CPCT02070436T.purple.somatic.vcf.gz,178,0
CPCT02070441T.purple.somatic.vcf.gz,14,0
CPCT02070443T.purple.somatic.vcf.gz,85,2
CPCT02070444T.purple.somatic.vcf.gz,35,0
CPCT02070444TII.purple.somatic.vcf.gz,88,0
CPCT02070445T.purple.somatic.vcf.gz,86,0
CPCT02070446T.purple.somatic.vcf.gz,21,0
CPCT02070447T.purple.somatic.vcf.gz,23,2
CPCT02070449T.purple.somatic.vcf.gz,48,2
CPCT02070450T.purple.somatic.vcf.gz,47,0
CPCT02070452T.purple.somatic.vcf.gz,9,0
CPCT02070454T.purple.somatic.vcf.gz,22,1
CPCT02070459T.purple.somatic.vcf.gz,33,0
CPCT02070463T.purple.somatic.vcf.gz,21,0
CPCT02070465T.purple.somatic.vcf.gz,231,0
CPCT02070466T.purple.somatic.vcf.gz,113,0
CPCT02070466TII.purple.somatic.vcf.gz,126,0
CPCT02070468T.purple.somatic.vcf.gz,17,0
CPCT02070470T.purple.somatic.vcf.gz,34,0
CPCT02070472T.purple.somatic.vcf.gz,26,0
CPCT02070473T.purple.somatic.vcf.gz,21,0
CPCT02070474T.purple.somatic.vcf.gz,39,0
CPCT02070478T.purple.somatic.vcf.gz,52,0
CPCT02070480T.purple.somatic.vcf.gz,60,1
CPCT02070481T.purple.somatic.vcf.gz,56,0
CPCT02070482T.purple.somatic.vcf.gz,27,0
CPCT02070483T.purple.somatic.vcf.gz,51,0
CPCT02070484T.purple.somatic.vcf.gz,55,0
CPCT02070485T.purple.somatic.vcf.gz,116,2
CPCT02070486T.purple.somatic.vcf.gz,55,0
CPCT02070487T.purple.somatic.vcf.gz,43,0
CPCT02070490T.purple.somatic.vcf.gz,14,0
CPCT02080016T.purple.somatic.vcf.gz,18,0
CPCT02080019T.purple.somatic.vcf.gz,45,0
CPCT02080022T.purple.somatic.vcf.gz,10,0
CPCT02080024T.purple.somatic.vcf.gz,58,0
CPCT02080025T.purple.somatic.vcf.gz,81,0
CPCT02080027T.purple.somatic.vcf.gz,36,0
CPCT02080029T.purple.somatic.vcf.gz,19,0
CPCT02080029TII.purple.somatic.vcf.gz,38,0
CPCT02080030T.purple.somatic.vcf.gz,1955,6
CPCT02080031T.purple.somatic.vcf.gz,16,0
CPCT02080033T.purple.somatic.vcf.gz,16,1
CPCT02080036T.purple.somatic.vcf.gz,185,0
CPCT02080039T.purple.somatic.vcf.gz,105,0
CPCT02080040T.purple.somatic.vcf.gz,131,0
CPCT02080041T.purple.somatic.vcf.gz,95,0
CPCT02080042T.purple.somatic.vcf.gz,337,3
CPCT02080045T.purple.somatic.vcf.gz,100,0
CPCT02080047T.purple.somatic.vcf.gz,68,0
CPCT02080048T.purple.somatic.vcf.gz,513,349
CPCT02080049T.purple.somatic.vcf.gz,21,0
CPCT02080050T.purple.somatic.vcf.gz,44,0
CPCT02080053T.purple.somatic.vcf.gz,52,0
CPCT02080054T.purple.somatic.vcf.gz,131,0
CPCT02080055T.purple.somatic.vcf.gz,6,0
CPCT02080056T.purple.somatic.vcf.gz,165,0
CPCT02080057T.purple.somatic.vcf.gz,21,0
CPCT02080060T.purple.somatic.vcf.gz,49,0
CPCT02080062T.purple.somatic.vcf.gz,48,2
CPCT02080063T.purple.somatic.vcf.gz,25,0
CPCT02080064T.purple.somatic.vcf.gz,40,1
CPCT02080066T.purple.somatic.vcf.gz,16,0
CPCT02080067T.purple.somatic.vcf.gz,41,0
CPCT02080069T.purple.somatic.vcf.gz,31,0
CPCT02080070T.purple.somatic.vcf.gz,31,0
CPCT02080070TII.purple.somatic.vcf.gz,57,3
CPCT02080071T.purple.somatic.vcf.gz,370,1
CPCT02080072T.purple.somatic.vcf.gz,11,0
CPCT02080073T.purple.somatic.vcf.gz,234,1
CPCT02080075T.purple.somatic.vcf.gz,141,1
CPCT02080076T.purple.somatic.vcf.gz,12,0
CPCT02080077T.purple.somatic.vcf.gz,45,0
CPCT02080078T.purple.somatic.vcf.gz,18,0
CPCT02080078TII.purple.somatic.vcf.gz,16,0
CPCT02080079T.purple.somatic.vcf.gz,7,0
CPCT02080080T.purple.somatic.vcf.gz,264,0
CPCT02080084T.purple.somatic.vcf.gz,528,1
CPCT02080086T.purple.somatic.vcf.gz,1699,6
CPCT02080088T.purple.somatic.vcf.gz,521,0
CPCT02080089T.purple.somatic.vcf.gz,833,1
CPCT02080091T.purple.somatic.vcf.gz,20,0
CPCT02080092T.purple.somatic.vcf.gz,1071,4
CPCT02080093T.purple.somatic.vcf.gz,22,0
CPCT02080095T.purple.somatic.vcf.gz,34,1
CPCT02080099T.purple.somatic.vcf.gz,74,0
CPCT02080100T.purple.somatic.vcf.gz,17,0
CPCT02080101T.purple.somatic.vcf.gz,107,0
CPCT02080102T.purple.somatic.vcf.gz,198,0
CPCT02080103T.purple.somatic.vcf.gz,48,0
CPCT02080105T.purple.somatic.vcf.gz,1383,1
CPCT02080106T.purple.somatic.vcf.gz,43,0
CPCT02080107T.purple.somatic.vcf.gz,7,0
CPCT02080110T.purple.somatic.vcf.gz,50,0
CPCT02080111T.purple.somatic.vcf.gz,104,0
CPCT02080112T.purple.somatic.vcf.gz,85,0
CPCT02080113T.purple.somatic.vcf.gz,897,1
CPCT02080114T.purple.somatic.vcf.gz,382,0
CPCT02080116T.purple.somatic.vcf.gz,3339,44
CPCT02080118T.purple.somatic.vcf.gz,9,0
CPCT02080119T.purple.somatic.vcf.gz,150,0
CPCT02080120T.purple.somatic.vcf.gz,37,0
CPCT02080122T.purple.somatic.vcf.gz,12,0
CPCT02080123T.purple.somatic.vcf.gz,2379,21
CPCT02080125T.purple.somatic.vcf.gz,75,0
CPCT02080126T.purple.somatic.vcf.gz,399,1
CPCT02080127T.purple.somatic.vcf.gz,21,0
CPCT02080128T.purple.somatic.vcf.gz,174,1
CPCT02080130T.purple.somatic.vcf.gz,140,1
CPCT02080131T.purple.somatic.vcf.gz,30,0
CPCT02080135T.purple.somatic.vcf.gz,114,2
CPCT02080136T.purple.somatic.vcf.gz,27,0
CPCT02080137T.purple.somatic.vcf.gz,222,1
CPCT02080138T.purple.somatic.vcf.gz,2375,7
CPCT02080139T.purple.somatic.vcf.gz,7,0
CPCT02080141T.purple.somatic.vcf.gz,114,6
